index,paths,label,bbox,width,height,dataset
2123,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_IIYAMAXB_SMG955U_id90_s0_45.png,0,"[{'id': 0, 'bbox': (126, 172, 483, 483), 'score': [0.9069150686264038], 'center': (367, 413)}]",733,733,LCC_FASD
444,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1617.mp4/output_0001.jpg,1,"[{'id': 0, 'bbox': (354, 448, 286, 286), 'score': [0.7602664232254028], 'center': (497, 591)}]",1080,1920,liveness-detection-zalo-2022
806,kaggle_datasets/replay-attack-mobile-dataset-ibeta-1/frames/VID_20241126_025922.mp4/output_0002.jpg,0,"[{'id': 0, 'bbox': (178, 1380, 1942, 1942), 'score': [0.8952783942222595], 'center': (1149, 2351)}]",2160,3840,replay-attack-mobile-dataset-ibeta-1
1040,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1787.mp4/output_0001.jpg,0,"[{'id': 0, 'bbox': (90, 374, 241, 241), 'score': [0.8592619895935059], 'center': (210, 494)}]",480,852,liveness-detection-zalo-2022
835,kaggle_datasets/liveness-detection-zalo-2022/train/frames/91.mp4/output_0003.jpg,1,"[{'id': 0, 'bbox': (149, 208, 455, 455), 'score': [0.8938096165657043], 'center': (376, 435)}]",750,750,liveness-detection-zalo-2022
1562,kaggle_datasets/liveness-detection-zalo-2022/train/frames/255.mp4/output_0004.jpg,0,"[{'id': 0, 'bbox': (152, 493, 723, 723), 'score': [0.5108057260513306], 'center': (513, 854)}]",1080,1920,liveness-detection-zalo-2022
1737,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1184.mp4/output_0001.jpg,0,"[{'id': 0, 'bbox': (83, 165, 290, 290), 'score': [0.7697944641113281], 'center': (228, 310)}]",480,854,liveness-detection-zalo-2022
3623,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_MBA1315_SMG955U_S0_id87_s0_150.png,0,"[{'id': 0, 'bbox': (124, 168, 402, 402), 'score': [0.9070196151733398], 'center': (325, 369)}]",671,671,LCC_FASD
680,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_IIYAMAXU_MOTOMC_S1_id31_s0_154.png,0,"[{'id': 0, 'bbox': (58, 92, 313, 312), 'score': [0.8438019156455994], 'center': (214, 248)}]",437,437,LCC_FASD
2372,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/50.mp4/output_0014.jpg,1,"[{'id': 0, 'bbox': (176, 328, 797, 797), 'score': [0.9484017491340637], 'center': (574, 726)}]",1080,1920,liveness-detection-zalo-2022
1542,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/15.mp4/output_0005.jpg,1,"[{'id': 0, 'bbox': (249, 774, 595, 595), 'score': [0.947635293006897], 'center': (546, 1071)}]",1080,1920,liveness-detection-zalo-2022
2460,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1410.mp4/output_0003.jpg,1,"[{'id': 0, 'bbox': (560, 725, 869, 869), 'score': [0.8596917986869812], 'center': (994, 1159)}]",2160,3840,liveness-detection-zalo-2022
1524,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/14.mp4/output_0008.jpg,1,"[{'id': 0, 'bbox': (17, 509, 464, 464), 'score': [0.9199140667915344], 'center': (249, 741)}]",1080,1920,liveness-detection-zalo-2022
301,kaggle_datasets/replay-attack-mobile-dataset-ibeta-1/frames/20241126_024729.mp4/output_0013.jpg,0,"[{'id': 0, 'bbox': (-185, 1309, 2370, 2370), 'score': [0.9311569929122925], 'center': (1000, 2494)}]",2160,3840,replay-attack-mobile-dataset-ibeta-1
1234,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/real_242.png,1,"[{'id': 0, 'bbox': (96, 110, 264, 264), 'score': [0.9447022080421448], 'center': (228, 242)}]",443,443,LCC_FASD
47,kaggle_datasets/macbook-attacks/attacks/frames/14.MOV/output_0001.jpg,0,"[{'id': 0, 'bbox': (330, 591, 373, 373), 'score': [0.8485422134399414], 'center': (516, 777)}]",1080,1920,macbook-attacks
776,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id70_s0_120.png,1,"[{'id': 0, 'bbox': (123, 138, 378, 378), 'score': [0.9310786724090576], 'center': (312, 327)}]",607,607,LCC_FASD
2461,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_4503.png,0,"[{'id': 0, 'bbox': (108, 162, 553, 553), 'score': [0.8464059829711914], 'center': (384, 438)}]",758,758,LCC_FASD
2543,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_7304.png,0,"[{'id': 0, 'bbox': (111, 168, 408, 408), 'score': [0.8916578888893127], 'center': (315, 372)}]",619,619,LCC_FASD
1619,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/18.mp4/output_0025.jpg,1,"[{'id': 0, 'bbox': (67, 225, 196, 196), 'score': [0.9443895220756531], 'center': (165, 323)}]",360,480,liveness-detection-zalo-2022
460,kaggle_datasets/liveness-detection-zalo-2022/train/frames/805.mp4/output_0005.jpg,1,"[{'id': 0, 'bbox': (73, 493, 821, 821), 'score': [0.8514299392700195], 'center': (483, 903)}]",1080,1920,liveness-detection-zalo-2022
2198,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/45.mp4/output_0001.jpg,1,"[{'id': 0, 'bbox': (305, 455, 670, 670), 'score': [0.975918710231781], 'center': (640, 790)}]",1080,1920,liveness-detection-zalo-2022
742,kaggle_datasets/replay-attack-mobile-dataset-ibeta-1/frames/VID_20241126_025726.mp4/output_0003.jpg,0,"[{'id': 0, 'bbox': (7, 1322, 2257, 2257), 'score': [0.9417515993118286], 'center': (1135, 2450)}]",2160,3840,replay-attack-mobile-dataset-ibeta-1
1915,kaggle_datasets/liveness-detection-zalo-2022/train/frames/359.mp4/output_0005.jpg,1,"[{'id': 0, 'bbox': (157, 609, 432, 432), 'score': [0.8113278150558472], 'center': (373, 825)}]",720,1280,liveness-detection-zalo-2022
1819,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/27.mp4/output_0014.jpg,1,"[{'id': 0, 'bbox': (158, 147, 154, 154), 'score': [0.9384565949440002], 'center': (235, 224)}]",360,480,liveness-detection-zalo-2022
706,kaggle_datasets/liveness-detection-zalo-2022/train/frames/87.mp4/output_0001.jpg,1,"[{'id': 0, 'bbox': (10, 292, 500, 500), 'score': [0.8299195766448975], 'center': (260, 542)}]",720,960,liveness-detection-zalo-2022
1902,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1230.mp4/output_0004.jpg,1,"[{'id': 0, 'bbox': (43, 354, 382, 381), 'score': [0.8270918726921082], 'center': (234, 544)}]",480,854,liveness-detection-zalo-2022
1967,kaggle_datasets/liveness-detection-zalo-2022/train/frames/374.mp4/output_0004.jpg,1,"[{'id': 0, 'bbox': (345, 641, 388, 388), 'score': [0.7503538727760315], 'center': (539, 835)}]",1080,1920,liveness-detection-zalo-2022
2917,kaggle_datasets/liveness-detection-zalo-2022/train/frames/67.mp4/output_0002.jpg,0,"[{'id': 0, 'bbox': (384, 713, 422, 422), 'score': [0.8779966235160828], 'center': (595, 924)}]",1080,1920,liveness-detection-zalo-2022
1098,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/attack/frames/49.mp4/output_0037.jpg,0,"[{'id': 0, 'bbox': (114, 256, 100, 100), 'score': [0.971015989780426], 'center': (164, 306)}]",360,480,liveness-detection-zalo-2022
1661,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_5592.png,0,"[{'id': 0, 'bbox': (126, 134, 291, 291), 'score': [0.9213345050811768], 'center': (271, 279)}]",515,515,LCC_FASD
1312,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1059.mp4/output_0005.jpg,1,"[{'id': 0, 'bbox': (572, 529, 311, 311), 'score': [0.8604179620742798], 'center': (727, 684)}]",1440,1440,liveness-detection-zalo-2022
749,kaggle_datasets/liveness-detection-zalo-2022/train/frames/885.mp4/output_0005.jpg,1,"[{'id': 0, 'bbox': (95, 295, 315, 315), 'score': [0.7662739157676697], 'center': (252, 452)}]",480,854,liveness-detection-zalo-2022
109,kaggle_datasets/liveness-detection-zalo-2022/train/frames/700.mp4/output_0004.jpg,1,"[{'id': 0, 'bbox': (318, 652, 584, 584), 'score': [0.8726324439048767], 'center': (610, 944)}]",1080,1920,liveness-detection-zalo-2022
1889,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_580.png,0,"[{'id': 0, 'bbox': (103, 159, 387, 387), 'score': [0.8825487494468689], 'center': (296, 352)}]",588,588,LCC_FASD
749,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id67_s0_150.png,1,"[{'id': 0, 'bbox': (159, 140, 398, 398), 'score': [0.908168613910675], 'center': (358, 339)}]",618,618,LCC_FASD
995,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_4074.png,0,"[{'id': 0, 'bbox': (158, 210, 545, 545), 'score': [0.9110029339790344], 'center': (430, 482)}]",844,844,LCC_FASD
1251,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/real_259.png,1,"[{'id': 0, 'bbox': (83, 203, 516, 516), 'score': [0.8700452446937561], 'center': (341, 461)}]",739,739,LCC_FASD
449,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id40_s4_132.png,1,"[{'id': 0, 'bbox': (153, 164, 526, 526), 'score': [0.9028623700141907], 'center': (416, 427)}]",802,802,LCC_FASD
338,kaggle_datasets/replay-attack-mobile-dataset-ibeta-1/frames/20241126_024818.mp4/output_0003.jpg,0,"[{'id': 0, 'bbox': (121, 1326, 2010, 2010), 'score': [0.8859357833862305], 'center': (1126, 2331)}]",2160,3840,replay-attack-mobile-dataset-ibeta-1
793,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_6617.png,0,"[{'id': 0, 'bbox': (37, 49, 134, 134), 'score': [0.8784129023551941], 'center': (104, 116)}]",214,214,LCC_FASD
58,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_5039.png,0,"[{'id': 0, 'bbox': (140, 142, 389, 389), 'score': [0.8831599354743958], 'center': (334, 336)}]",611,611,LCC_FASD
1469,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_IIYAMAXB_SMG955U_id29_s0_30.png,0,"[{'id': 0, 'bbox': (118, 158, 410, 410), 'score': [0.9226776957511902], 'center': (323, 363)}]",642,642,LCC_FASD
671,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id59_s0_150.png,1,"[{'id': 0, 'bbox': (123, 155, 361, 361), 'score': [0.937697172164917], 'center': (303, 335)}]",546,546,LCC_FASD
496,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1633.mp4/output_0003.jpg,1,"[{'id': 0, 'bbox': (501, 398, 251, 251), 'score': [0.8331124186515808], 'center': (626, 523)}]",1280,720,liveness-detection-zalo-2022
6,kaggle_datasets/replay-attack-mobile-dataset-ibeta-1/frames/PXL_20230324_183948636.mp4/output_0007.jpg,0,"[{'id': 0, 'bbox': (-380, 1089, 2740, 2740), 'score': [0.8615444302558899], 'center': (990, 2459)}]",2160,3840,replay-attack-mobile-dataset-ibeta-1
2536,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/9.mp4/output_0017.jpg,1,"[{'id': 0, 'bbox': (308, 772, 587, 587), 'score': [0.9554385542869568], 'center': (601, 1065)}]",1080,1920,liveness-detection-zalo-2022
1330,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1884.mp4/output_0003.jpg,0,"[{'id': 0, 'bbox': (128, 482, 393, 393), 'score': [0.8251956701278687], 'center': (324, 678)}]",720,1280,liveness-detection-zalo-2022
1273,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/real_279.png,1,"[{'id': 0, 'bbox': (143, 187, 504, 504), 'score': [0.8837722539901733], 'center': (395, 439)}]",782,782,LCC_FASD
2422,kaggle_datasets/liveness-detection-zalo-2022/train/frames/515.mp4/output_0004.jpg,1,"[{'id': 0, 'bbox': (405, 392, 424, 424), 'score': [0.8835588097572327], 'center': (617, 604)}]",1080,1920,liveness-detection-zalo-2022
409,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_6267.png,0,"[{'id': 0, 'bbox': (44, 82, 161, 161), 'score': [0.8877456784248352], 'center': (124, 162)}]",264,264,LCC_FASD
2307,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/49.mp4/output_0015.jpg,1,"[{'id': 0, 'bbox': (111, 229, 133, 133), 'score': [0.9274308085441589], 'center': (177, 295)}]",360,480,liveness-detection-zalo-2022
1085,kaggle_datasets/liveness-detection-zalo-2022/train/frames/994.mp4/output_0003.jpg,0,"[{'id': 0, 'bbox': (-25, 389, 921, 921), 'score': [0.838545024394989], 'center': (435, 849)}]",1080,1920,liveness-detection-zalo-2022
1907,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/31.mp4/output_0004.jpg,1,"[{'id': 0, 'bbox': (242, 718, 633, 633), 'score': [0.8876267671585083], 'center': (558, 1034)}]",1080,2400,liveness-detection-zalo-2022
1914,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_3088.png,0,"[{'id': 0, 'bbox': (57, 104, 290, 290), 'score': [0.8815898895263672], 'center': (202, 249)}]",402,402,LCC_FASD
646,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id57_s0_90.png,1,"[{'id': 0, 'bbox': (62, 120, 291, 291), 'score': [0.9268497228622437], 'center': (207, 265)}]",474,474,LCC_FASD
1328,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/real_47.png,1,"[{'id': 0, 'bbox': (96, 166, 433, 433), 'score': [0.9232077598571777], 'center': (312, 382)}]",637,637,LCC_FASD
1766,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/24.mp4/output_0011.jpg,1,"[{'id': 0, 'bbox': (105, 463, 473, 473), 'score': [0.9412910342216492], 'center': (341, 699)}]",720,1280,liveness-detection-zalo-2022
1664,kaggle_datasets/liveness-detection-zalo-2022/train/frames/284.mp4/output_0001.jpg,1,"[{'id': 0, 'bbox': (170, 340, 531, 531), 'score': [0.7376930117607117], 'center': (435, 605)}]",1080,1920,liveness-detection-zalo-2022
2379,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_LG58020157_LP770_id37_s0_30.png,0,"[{'id': 0, 'bbox': (46, 56, 151, 151), 'score': [0.8377087712287903], 'center': (121, 131)}]",231,231,LCC_FASD
685,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id61_s0_105.png,1,"[{'id': 0, 'bbox': (92, 93, 277, 277), 'score': [0.8993557691574097], 'center': (230, 231)}]",400,400,LCC_FASD
1103,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_4172.png,0,"[{'id': 0, 'bbox': (105, 110, 345, 345), 'score': [0.9400944709777832], 'center': (277, 282)}]",579,579,LCC_FASD
1934,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/FT720P_MBP1314_IPHONE7F_id7_s0_150.png,0,"[{'id': 0, 'bbox': (46, 73, 332, 332), 'score': [0.904191255569458], 'center': (212, 239)}]",402,402,LCC_FASD
3355,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_LGFUNKNOWN_SGS3GTI9300_id47_s0_69.png,0,"[{'id': 0, 'bbox': (67, 117, 273, 273), 'score': [0.8352460265159607], 'center': (203, 253)}]",431,431,LCC_FASD
2199,kaggle_datasets/liveness-detection-zalo-2022/train/frames/444.mp4/output_0005.jpg,1,"[{'id': 0, 'bbox': (125, 419, 343, 343), 'score': [0.920463502407074], 'center': (296, 590)}]",720,1280,liveness-detection-zalo-2022
1797,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_2971.png,0,"[{'id': 0, 'bbox': (51, 81, 215, 215), 'score': [0.8013938069343567], 'center': (158, 188)}]",303,303,LCC_FASD
1402,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/10.mp4/output_0004.jpg,1,"[{'id': 0, 'bbox': (70, 553, 696, 696), 'score': [0.9042658805847168], 'center': (418, 901)}]",1080,1920,liveness-detection-zalo-2022
36,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1494.mp4/output_0002.jpg,0,"[{'id': 0, 'bbox': (160, 779, 576, 576), 'score': [0.8745501637458801], 'center': (448, 1067)}]",1080,1920,liveness-detection-zalo-2022
1399,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1081.mp4/output_0002.jpg,0,"[{'id': 0, 'bbox': (31, 251, 307, 307), 'score': [0.8892126679420471], 'center': (184, 404)}]",480,852,liveness-detection-zalo-2022
818,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1717.mp4/output_0002.jpg,1,"[{'id': 0, 'bbox': (130, 228, 218, 218), 'score': [0.6462065577507019], 'center': (239, 337)}]",480,848,liveness-detection-zalo-2022
1204,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/attack/frames/52.mp4/output_0016.jpg,0,"[{'id': 0, 'bbox': (380, 612, 586, 586), 'score': [0.9313876628875732], 'center': (673, 905)}]",1080,1920,liveness-detection-zalo-2022
2061,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1285.mp4/output_0004.jpg,1,"[{'id': 0, 'bbox': (144, 423, 394, 394), 'score': [0.6881963610649109], 'center': (341, 620)}]",720,1280,liveness-detection-zalo-2022
913,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1743.mp4/output_0005.jpg,1,"[{'id': 0, 'bbox': (227, 603, 463, 463), 'score': [0.8577573895454407], 'center': (458, 834)}]",720,1280,liveness-detection-zalo-2022
186,kaggle_datasets/antispoofing-replay-dataset/frames/0001ffba3c--62e07940dc9a541ecee54262/output_0003.jpg,0,"[{'id': 0, 'bbox': (405, 785, 388, 388), 'score': [0.982747495174408], 'center': (599, 979)}]",1080,1920,antispoofing-replay-dataset
1876,kaggle_datasets/liveness-detection-zalo-2022/train/frames/349.mp4/output_0001.jpg,1,"[{'id': 0, 'bbox': (39, 654, 597, 596), 'score': [0.8149656057357788], 'center': (337, 952)}]",720,1280,liveness-detection-zalo-2022
587,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id51_s0_151.png,1,"[{'id': 0, 'bbox': (62, 122, 275, 275), 'score': [0.9313672780990601], 'center': (199, 259)}]",415,415,LCC_FASD
2565,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_HP15AC113UR_GZS5001_id36_s0_153.png,0,"[{'id': 0, 'bbox': (81, 88, 255, 255), 'score': [0.8716320991516113], 'center': (208, 215)}]",401,401,LCC_FASD
1187,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_6979.png,0,"[{'id': 0, 'bbox': (55, 78, 196, 196), 'score': [0.8997564911842346], 'center': (153, 176)}]",296,296,LCC_FASD
2233,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_IIYAMAXB_WIZARD1_id22_s0_68.png,0,"[{'id': 0, 'bbox': (29, 98, 329, 329), 'score': [0.9196094274520874], 'center': (193, 262)}]",461,461,LCC_FASD
169,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1533.mp4/output_0003.jpg,1,"[{'id': 0, 'bbox': (501, 611, 913, 913), 'score': [0.7780748009681702], 'center': (957, 1067)}]",2160,3840,liveness-detection-zalo-2022
2153,kaggle_datasets/liveness-detection-zalo-2022/train/frames/431.mp4/output_0005.jpg,0,"[{'id': 0, 'bbox': (6, 300, 452, 452), 'score': [0.8074219822883606], 'center': (232, 526)}]",480,852,liveness-detection-zalo-2022
2656,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_2042.png,0,"[{'id': 0, 'bbox': (22, 26, 86, 86), 'score': [0.7457683086395264], 'center': (65, 69)}]",125,125,LCC_FASD
180,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_2554.png,0,"[{'id': 0, 'bbox': (110, 140, 329, 329), 'score': [0.9316280484199524], 'center': (274, 304)}]",562,562,LCC_FASD
1512,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_VX2363SMHL_LGL90_id57_s1_148.png,0,"[{'id': 0, 'bbox': (75, 86, 252, 252), 'score': [0.866998016834259], 'center': (201, 212)}]",366,366,LCC_FASD
392,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1603.mp4/output_0003.jpg,1,"[{'id': 0, 'bbox': (547, 461, 1057, 1057), 'score': [0.5771343111991882], 'center': (1075, 989)}]",2160,3840,liveness-detection-zalo-2022
1048,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_6851.png,0,"[{'id': 0, 'bbox': (72, 76, 236, 236), 'score': [0.8949809670448303], 'center': (190, 194)}]",339,339,LCC_FASD
2714,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_HP250_MEIZUM3S_id33_s2_45.png,0,"[{'id': 0, 'bbox': (104, 141, 355, 355), 'score': [0.8352603316307068], 'center': (281, 318)}]",570,570,LCC_FASD
170,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1533.mp4/output_0004.jpg,1,"[{'id': 0, 'bbox': (558, 628, 1184, 1183), 'score': [0.8952445387840271], 'center': (1150, 1219)}]",2160,3840,liveness-detection-zalo-2022
933,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id87_s0_135.png,1,"[{'id': 0, 'bbox': (98, 149, 371, 371), 'score': [0.9095994234085083], 'center': (283, 334)}]",586,586,LCC_FASD
1157,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_IIYAMAXU_SMJ710FN_id22_s0_93.png,0,"[{'id': 0, 'bbox': (73, 132, 372, 372), 'score': [0.926612377166748], 'center': (259, 318)}]",592,592,LCC_FASD
114,kaggle_datasets/liveness-detection-zalo-2022/train/frames/702.mp4/output_0004.jpg,1,"[{'id': 0, 'bbox': (300, 757, 447, 447), 'score': [0.891257107257843], 'center': (523, 980)}]",1080,1920,liveness-detection-zalo-2022
2328,kaggle_datasets/real-vs-fake-anti-spoofing-video-classification/train/real_video/frames/49.mp4/output_0036.jpg,1,"[{'id': 0, 'bbox': (123, 221, 108, 108), 'score': [0.9270309805870056], 'center': (177, 275)}]",360,480,liveness-detection-zalo-2022
561,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_6405.png,0,"[{'id': 0, 'bbox': (84, 157, 524, 524), 'score': [0.8697471022605896], 'center': (346, 419)}]",760,760,LCC_FASD
1205,kaggle_datasets/liveness-detection-zalo-2022/train/frames/1028.mp4/output_0004.jpg,0,"[{'id': 0, 'bbox': (-23, 345, 512, 512), 'score': [0.8296325206756592], 'center': (233, 601)}]",480,852,liveness-detection-zalo-2022
2305,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/YOUTUBE_IIYAMAXU_GZS4020_id23_s0_15.png,0,"[{'id': 0, 'bbox': (203, 166, 488, 488), 'score': [0.947837233543396], 'center': (447, 410)}]",806,806,LCC_FASD
2225,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_3375.png,0,"[{'id': 0, 'bbox': (97, 114, 281, 281), 'score': [0.9239686727523804], 'center': (237, 254)}]",464,464,LCC_FASD
705,kaggle_datasets/liveness-detection-zalo-2022/train/frames/869.mp4/output_0005.jpg,1,"[{'id': 0, 'bbox': (349, 795, 479, 479), 'score': [0.8516948819160461], 'center': (588, 1034)}]",1080,1920,liveness-detection-zalo-2022
434,kaggle_datasets/lcc-fasd/LCC_FASD/real_trn/YOUTUBE_id40_s2_151.png,1,"[{'id': 0, 'bbox': (161, 149, 410, 410), 'score': [0.8988726139068604], 'center': (366, 354)}]",697,697,LCC_FASD
1459,kaggle_datasets/lcc-fasd/LCC_FASD/spoof_trn/spoof_5409.png,0,"[{'id': 0, 'bbox': (80, 125, 303, 303), 'score': [0.9133397340774536], 'center': (231, 276)}]",453,453,LCC_FASD
